1 2 U.hat delta delta.s R.s delta.var delta.s.var R.s.var
4.19306931206957 5.01100737787783 24.5464037150187 25.9073786406096 12.8015930449096 0.505870770543985 10.5109727630508 5.41151469292769 0.00774866073877771
6.42049938046063 5.01100737787783 24.7290279583338 24.0810268457627 9.28394319528001 0.61447062640879 11.4329271175669 6.49368518790283 0.0108909115146496
8.64792944885169 5.01100737787783 24.9116522016489 23.9998336452883 8.09972952640884 0.662508930431733 11.3955321778496 6.77074674710623 0.00992180333083003
10.8753595172428 5.01100737787783 25.094276444964 24.9144971417539 9.97345842786894 0.599692565692825 11.6037192069355 8.19716832420355 0.0106745238355818
4.19306931206957 7.00834023719654 24.8382939398435 27.1901260217332 8.89406796599267 0.672893462910632 11.546191053236 6.33319075170176 0.0154632585624502
6.42049938046063 7.00834023719654 25.0209181831586 24.3815367641729 11.1038961327165 0.544577676127743 7.74057605180109 5.84855310940414 0.00836084577109883
8.64792944885169 7.00834023719654 25.2035424264737 25.5826647097101 9.87127114355825 0.614142183561843 13.2042610571336 5.87973711586336 0.00826638673507288
10.8753595172428 7.00834023719654 25.3861666697888 27.6638453962371 12.5443579626479 0.546543230596776 12.8925369530378 5.5456194022928 0.00935491195090729
4.19306931206957 9.00567309651524 25.1301841646683 21.7127152753896 10.1776911817106 0.531256636831299 11.5392268997908 5.07464733009685 0.0142358937903076
6.42049938046063 9.00567309651524 25.3128084079834 27.0932231227079 11.5895117523695 0.572235769074819 7.4787014715681 5.6067799286205 0.0103274868920444
8.64792944885169 9.00567309651524 25.4954326512985 27.9778152072879 11.8296281231252 0.577178273732978 8.5228631248775 4.95697369651472 0.00792427352023233
10.8753595172428 9.00567309651524 25.6780568946136 24.4680632001819 13.2224074887997 0.459605470992023 11.6695328443861 4.85410120122796 0.008240523951685
4.19306931206957 11.0030059558339 25.4220743894931 26.7111743663892 12.3246338707332 0.538596330446582 13.9388755585874 6.23998599422224 0.0107391772706289
6.42049938046063 11.0030059558339 25.6046986328082 28.6342583235105 13.9652779364071 0.512287771569738 15.9907896425132 4.99781229781761 0.0126758662598855
8.64792944885169 11.0030059558339 25.7873228761233 27.078099857422 9.7380552283904 0.64037154454465 8.95246487040246 6.27196695988683 0.0108768657532843
10.8753595172428 11.0030059558339 25.9699471194384 30.6550446927376 11.4182505599968 0.627524582839644 14.910294235046 6.66604521285161 0.00846649993968017
4.19306931206957 5.01100737787783 23.1986631795141 31.8358099148961 9.78759331507268 0.692560253964419 19.4455232765614 3.89393123524201 0.00746798954543965
6.42049938046063 5.01100737787783 24.036195567142 20.6844532933967 10.7525160406907 0.48016435879776 12.4306136405828 3.23382805237478 0.00969101552588646
8.64792944885169 5.01100737787783 24.8737279547699 27.4691082873299 11.405167092564 0.584800242757619 8.28336325505468 4.49892909182692 0.00705138062233109
10.8753595172428 5.01100737787783 25.7112603423978 25.4527677268243 10.6840225509264 0.580241226981904 8.68382705126797 4.84042392016487 0.00812365224730322
4.19306931206957 7.00834023719654 24.1213659692762 20.1700453890414 9.88434993608721 0.509949048431121 10.5312920746187 4.11903042521792 0.0101212757441498
6.42049938046063 7.00834023719654 24.9588983569041 27.7108851065398 10.2636187741589 0.62961779334372 9.23471652041193 3.5662896133661 0.00869048110721625
8.64792944885169 7.00834023719654 25.796430744532 25.275226879795 10.6370677948477 0.579150452518748 7.34179654915615 4.35172484884303 0.00821354341978569
10.8753595172428 7.00834023719654 26.6339631321599 25.070047001207 12.9338813694811 0.484090262421189 8.17263606066293 4.12443626675498 0.00646679720435498
4.19306931206957 9.00567309651524 25.0440687590383 26.2257986469825 9.59308397964028 0.634211941120655 8.94153244389969 4.45723758798854 0.00992708073859367
6.42049938046063 9.00567309651524 25.8816011466662 25.5498529046403 10.8874961400452 0.573872453172997 6.74295402009129 4.23335382010477 0.00669831266013419
8.64792944885169 9.00567309651524 26.7191335342941 25.6752443273905 11.1745161517574 0.564774690777282 8.62235553138986 4.8125726021994 0.00899714528220222
10.8753595172428 9.00567309651524 27.556665921922 27.7094898055366 12.4520715757121 0.550620683993105 8.98258993283733 4.29251628026167 0.00733419162941579
4.19306931206957 11.0030059558339 25.9667715488004 27.0473828199592 11.9440560463698 0.558402521756895 7.03833643780072 2.89239298998019 0.00595286569174608
6.42049938046063 11.0030059558339 26.8043039364283 25.4902711504588 10.0351092051454 0.606316106018952 7.96434325871389 3.80291817048615 0.00589287890658217
8.64792944885169 11.0030059558339 27.6418363240562 28.2283076439429 12.879883943479 0.543724543959947 9.50404838814967 5.407279472231 0.0078814083397073
10.8753595172428 11.0030059558339 28.4793687116841 28.4955668681973 15.0451809451211 0.472016787217789 14.0312404814637 4.90478813604473 0.00691582757651838
4.19306931206957 5.01100737787783 22.7058951773502 21.6397703128789 8.79434541531554 0.593602645122273 8.14255245577352 3.73496325977408 0.0117758153743382
6.42049938046063 5.01100737787783 23.7227543684288 22.0844203252988 12.7889158806013 0.420907785116235 11.7469082434492 3.99037725998949 0.0134194820505028
8.64792944885169 5.01100737787783 24.7396135595074 24.0675566791498 6.95366554197799 0.71107721341726 8.10087160514311 4.75221064205074 0.0102422395140453
10.8753595172428 5.01100737787783 25.756472750586 22.7609046132722 12.4609431473347 0.452528651252792 11.5306501775194 3.64292157890644 0.00873671341502387
4.19306931206957 7.00834023719654 23.3142619265879 25.837961966273 9.61273132151951 0.627960930739535 7.57161978726769 2.66670755931563 0.00754794548949592
6.42049938046063 7.00834023719654 24.3311211176665 23.7450975065578 9.25673099613339 0.610162434853051 6.69023282254722 4.51818612096529 0.00804402911031772
8.64792944885169 7.00834023719654 25.3479803087451 23.2853906910325 11.7488150483268 0.495442648817081 8.43294427244793 4.62261597569478 0.0105674689255153
