1 2 U.hat delta delta.s R.s delta.var delta.s.var R.s.var
4.19306931206957 5.01100737787783 24.764753879268 26.9329481585314 10.3857679521852 0.614384289048008 11.5512542779182 6.97637824892329 0.0125279934057842
6.42049938046063 5.01100737787783 25.1910406658895 29.8035233427001 9.2983449297055 0.6880118896418 13.8996919332085 3.90353147961312 0.00723676148606975
8.64792944885169 5.01100737787783 25.617327452511 27.4773144533517 6.22361402648777 0.773499916192552 11.2488418294063 4.71813917239624 0.010055336861088
10.8753595172428 5.01100737787783 26.0436142391326 23.3776475884683 10.669409454341 0.543606369547465 11.5492877486366 4.30445478771161 0.00828988350131343
4.19306931206957 7.00834023719654 25.0531597357199 22.1965562837502 9.04328369412593 0.592581678954118 9.59023827164624 4.59066907978053 0.00794242383320225
6.42049938046063 7.00834023719654 25.4794465223414 26.984341879861 10.6291044307264 0.606101031551965 11.3923052547898 5.04774997689813 0.00710533831399419
8.64792944885169 7.00834023719654 25.9057333089629 26.6096841734671 11.5726185319785 0.56509748644376 7.11801338141748 4.30023135725665 0.00673834106927906
10.8753595172428 7.00834023719654 26.3320200955845 23.9146958093845 6.98868210477072 0.707766213692408 9.49128436551083 5.17888453716574 0.0100068296068496
4.19306931206957 9.00567309651524 25.3415655921718 27.4053521639837 9.84730171906603 0.640679613962143 9.24885555424494 6.68437059358881 0.0119608804283996
6.42049938046063 9.00567309651524 25.7678523787933 26.5428855396449 8.99267933703896 0.661201894435805 12.7628508697938 5.09848838980957 0.0110311024452086
8.64792944885169 9.00567309651524 26.1941391654149 23.3641525388945 8.98610022426446 0.615389421494949 10.4177204872817 3.75682598194985 0.00780061978752259
10.8753595172428 9.00567309651524 26.6204259520364 27.4588848615956 12.1679863554371 0.556865239911637 10.2484046908069 4.88638643016854 0.00937067817443005
4.19306931206957 11.0030059558339 25.6299714486237 27.8424240328937 6.11787414306138 0.780267905702694 10.2205863202072 7.18656953110947 0.0116563319967981
6.42049938046063 11.0030059558339 26.0562582352452 22.4664038887406 10.4793824924541 0.53355318704539 13.2490792985751 4.52943199425372 0.010288683216221
8.64792944885169 11.0030059558339 26.4825450218668 26.3067725595865 11.0651948001325 0.57937847468483 10.3366096339343 3.9389937661663 0.00733568333713752
10.8753595172428 11.0030059558339 26.9088318084883 20.3360671576189 12.0314277300936 0.408369984380875 13.4153213325913 7.37966822298656 0.0111631698308278
4.19306931206957 5.01100737787783 24.6065939962871 25.7709168087722 12.3710342370051 0.519961422839483 19.9053400017844 9.1828716645537 0.0200513663328995
6.42049938046063 5.01100737787783 24.4917971886667 22.8853929755162 9.72192514963457 0.575190814506199 10.4432709188539 6.00202868549839 0.0097575070818279
8.64792944885169 5.01100737787783 24.3770003810463 24.6336831445012 12.3355336817955 0.499241197126906 12.9247087194462 4.97165218194136 0.0117659736195886
10.8753595172428 5.01100737787783 24.2622035734259 22.9763399047935 10.2930578705889 0.552014902580656 11.0020131459031 6.05813975546744 0.0101852146095273
